121.50109	31.23691
121.49203	31.24149
121.43348	31.18334
121.45298	31.17156
121.44466	31.1776
121.47004	31.23136
121.47039	31.2521
121.45088	31.25145
121.48273	31.19634
121.5412	31.25721
121.50057	31.20747
121.48701	31.24426
121.50402	31.24576
121.49491	31.24169
121.4601	31.445
121.4531	31.4512
121.4558	31.4123
121.4812	31.3709
121.5112	31.3812
121.5019	31.3811
121.5212	31.4117
121.4131	31.435
121.4102	31.4003
121.4213	31.3892
121.4213	31.4112
121.43383	31.43867
121.34842	31.25359
121.34589	31.2208
121.38322	31.12117
121.48918	31.13347
121.46452	31.22617
121.40732	31.20816
121.431	31.18132
121.41757	31.1498
121.4518	31.12613
121.48612	31.24166
121.47918	31.23916
121.46922	31.22902
121.46819	31.23374
121.46902	31.23224
121.48757	31.2274
121.47439	31.23026
121.48252	31.2336
121.34113	31.1959
121.3382	31.2301
121.3414	31.2401
121.3382	31.2093
121.353	31.2301
121.3824	31.2301
121.3819	31.2093
